"","daily.returns"
"745",0.00112177451876347
"746",-0.00323556849647171
"747",0.00215592498459435
"748",-0.0014180155098076
"749",-0.00368071716427704
"750",-0.00533043255326868
"751",0.0043428306262871
"752",0.00699078109926233
"753",-0.001479876542665
"754",-0.00452330262961583
"755",-0.00119938864252535
"756",0.0012275324972153
"757",-0.00610316783247013
"758",0.00221785707749743
"759",-0.000516809499364647
"760",0.00193847180733701
"761",0.00631986162922333
"762",0.00484142709305807
"763",0.000817460872325576
"764",-0.00089433741840016
"765",-0.00297516137575779
"766",0.00289128155424547
"767",-0.00529188636678346
"768",0.00353570711178704
"769",0.00846553642839807
"770",-0.011333787730707
"771",-0.0012086595354296
"772",-0.0010975508115664
"773",0.00575549860764557
"774",0.00657124584159713
"775",0.00533945152383185
"776",0.00169301625219572
"777",-0.000967074802488095
"778",0.000697763937016068
"779",0.0013940689469244
"780",-0.00117996300615023
"781",-0.0071023761133712
"782",-0.00326671209789621
"783",0.00756877473291758
"784",0.00761501206312497
"785",0.00103705549945323
"786",-0.000872161360529513
"787",0.00284027778340717
"788",-0.00140543797155436
"789",-0.000857924353369557
"790",-0.00357003895678748
"791",-0.00125489323973427
"792",-0.0353426608431007
"793",0.00554548495273402
"794",-0.00259780597730052
"795",-0.0114682618297496
"796",-0.00945220951484142
"797",0.015374780717887
"798",-0.00246831448679903
"799",0.00710134773078296
"800",0.000677392272920848
"801",0.0026766986224967
"802",-0.0205785755074061
"803",0.00666888016495876
"804",0.00367697995951259
"805",-0.00383565570121566
"806",0.0108355690427273
"807",0.00631348191150447
"808",0.0169366432029803
"809",-0.000348483047308206
"810",0.00109379160276004
"811",0.000967434525865559
"812",-0.00620356036875897
"813",-0.00799768481549382
"814",0.00373274851668966
"815",-0.00117468523751439
"816",0.00259369686681739
"817",0.00923730707251044
"818",0.00111219874091659
"819",0.00304531397039247
"820",0.000588550367099576
"821",0.00261322602696913
"822",-0.00659452491246689
"823",0.00618711668611281
"824",0.00348193116532592
"825",0.0105985428731568
"826",0.00214301311147311
"827",0.000692952791006443
"828",-0.00120277365777131
"829",0.00921808666029705
"830",-0.00230664447037038
"831",-0.000351205549623648
"832",0.0100880337027083
"833",-0.000782724506617998
"834",-0.000120504975632886
"835",-0.00786174870906284
"836",0.00264768798731379
"837",0.00645158853850273
"838",0.00431575161941316
"839",0.00214758707563333
"840",0.00256043745919204
"841",-0.00116665119563377
"842",0.00321821651091295
"843",-0.0140545818846562
"844",0.00959531546248767
"845",-0.00179458417845238
"846",-0.0013048345448344
"847",0.00858954280457315
"848",-0.000918444171688859
"849",0.00658872421416311
"850",0.00154205493737244
"851",-0.000642774553430921
"852",-0.00120796089108596
"853",-0.00974994065295623
"854",0.00543786863453078
"855",0.00156897225816728
"856",0.0079519076731304
"857",0.000254840749242194
"858",0.00373006326002479
"859",0.00184689982825218
"860",-0.00536141612266555
"861",-0.00890325924236722
"862",-0.0177259615455292
"863",0.0113062368277967
"864",0.000961254356284558
"865",-0.0107391776941701
"866",0.0150700958615304
"867",0.00480474209921719
"868",0.00650555553085301
"869",-0.00121410562125395
"870",0.00172927841038024
"871",-0.0136944283818011
"872",0.00616139244156599
"873",-0.0129796898274327
"874",-0.00321306031243416
"875",-0.00324345026286624
"876",0.00896899632378508
"877",-0.000418323007466118
"878",-0.00156858679138006
"879",0.0106393648577494
"880",0.00357385744447961
"881",0.000347529431044252
"882",0.00329855072141633
"883",0.000920901885555025
"884",-0.0142870247254699
"885",0.00570510424265772
"886",0.0188757075105624
"887",0.00309660843775103
"888",-0.00192131666894025
"889",-9.68246136330284e-05
"890",-0.00206745981076958
"891",0.00445909401230541
"892",-0.0122961537901264
"893",0.00485746883163416
"894",-0.0200031614596108
"895",0.00465476191220671
"896",-0.023615148318428
"897",-0.0161208294826874
"898",0.0102017913107262
"899",-0.0127272929087878
"900",0.0072165668337129
"901",0.00434981680259466
"902",-0.026945788416662
"903",0.0238640801648674
"904",0.00614047465454452
"905",0.0139737527890709
"906",-0.030098066707581
"907",0.00037846572498062
"908",-0.00049541086599718
"909",-0.0183233954989881
"910",-0.014005458249531
"911",0.00324352098388305
"912",0.0242695665225198
"913",-0.000269682815299315
"914",0.00108546527558207
"915",0.0116448208805781
"916",-0.00107289179378741
"917",0.0114690180502615
"918",-0.00853995191309861
"919",-0.0237529428961658
"920",0.0216850509809046
"921",-0.00418977477831282
"922",0.0111543032908535
"923",0.010413809077048
"924",-0.0115677736314108
"925",0.00424287251779747
"926",-0.0170530370794874
"927",-0.00127362389215369
"928",0.0135402363950209
"929",4.76161521045532e-05
"930",0.00838431615381002
"931",0.000202175617601972
"932",-0.00513356899171214
"933",0.0287895816408064
"934",0.00606795976423463
"935",-0.00674593847525517
"936",0.00459846433574574
"937",-0.00527030777036636
"938",-0.000342688518638792
"939",0.00539671463231511
"940",0.00389948206918358
"941",-0.0030279997338537
"942",0.0132021598818248
"943",-0.000265079453376737
"944",-0.00456224853726493
"945",0.00210872673598282
"946",0.00951488122947479
"947",-0.00322169799390635
"948",0.00806364665919086
"949",-0.00171379794929554
"950",-0.00517180929399943
"951",0.00474295911070581
"952",-0.00841673238542768
"953",-0.00659486698053593
"954",0.00175984675461053
"955",-0.000752946305293072
"956",-0.0259493114071029
"957",0.00379117651917248
"958",0.00876433943198393
"959",-0.00244440750236213
"960",-0.000976794601235323
"961",0.0136934568760325
"962",0.00370577108357175
"963",-0.00648437228933485
"964",0.011920661356755
"965",-0.0267788886898089
"966",0.000801886680887068
"967",-0.00496709343707167
"968",0.0119772048944517
"969",-0.0298097263615747
"970",-0.000576178474867469
"971",-0.0143900618120116
"972",-0.0100384525923685
"973",0.0286777843877613
"974",-0.0070944777433506
"975",-0.0133004885489721
"976",0.00521668035198478
"977",-0.0176144820806181
"978",0.00447616399896716
